Arquivo,Metodo,Threads,Ocorrencias,TempoMs
amostras\MobyDick-217452.txt,ParallelCPU,24,14727,39
amostras\MobyDick-217452.txt,ParallelCPU,24,14727,41
amostras\MobyDick-217452.txt,ParallelGPU,1,14727,10
amostras\MobyDick-217452.txt,ParallelGPU,1,14727,7
amostras\MobyDick-217452.txt,ParallelGPU,1,14727,8
amostras\MobyDick-217452.txt,SerialCPU,1,14727,31
amostras\MobyDick-217452.txt,SerialCPU,1,14727,32
amostras\MobyDick-217452.txt,SerialCPU,1,14727,29
amostras\MobyDick-217452.txt,ParallelCPU,1,14727,28
amostras\MobyDick-217452.txt,ParallelCPU,1,14727,31
amostras\MobyDick-217452.txt,ParallelCPU,1,14727,31
amostras\MobyDick-217452.txt,ParallelCPU,2,14727,28
amostras\MobyDick-217452.txt,ParallelCPU,2,14727,27
amostras\MobyDick-217452.txt,ParallelCPU,2,14727,28
amostras\MobyDick-217452.txt,ParallelCPU,4,14727,27
amostras\MobyDick-217452.txt,ParallelCPU,4,14727,31
amostras\MobyDick-217452.txt,ParallelCPU,4,14727,28
amostras\MobyDick-217452.txt,ParallelCPU,8,14727,32
amostras\MobyDick-217452.txt,ParallelCPU,8,14727,31
amostras\MobyDick-217452.txt,ParallelCPU,8,14727,36
amostras\MobyDick-217452.txt,ParallelCPU,12,14727,30
amostras\MobyDick-217452.txt,ParallelCPU,12,14727,33
amostras\MobyDick-217452.txt,ParallelCPU,12,14727,30
amostras\MobyDick-217452.txt,ParallelCPU,16,14727,30
amostras\MobyDick-217452.txt,ParallelCPU,16,14727,31
amostras\MobyDick-217452.txt,ParallelCPU,16,14727,32
amostras\MobyDick-217452.txt,ParallelCPU,24,14727,30
amostras\MobyDick-217452.txt,ParallelCPU,24,14727,32
amostras\MobyDick-217452.txt,ParallelCPU,24,14727,50
amostras\MobyDick-217452.txt,ParallelGPU,1,14727,6
amostras\MobyDick-217452.txt,ParallelGPU,1,14727,6
amostras\MobyDick-217452.txt,ParallelGPU,1,14727,4
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,SerialCPU,1,14727,26
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,SerialCPU,1,14727,35
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,SerialCPU,1,14727,28
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,1,14727,38
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,1,14727,34
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,1,14727,32
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,2,14727,31
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,2,14727,32
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,2,14727,30
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,4,14727,27
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,4,14727,27
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,4,14727,34
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,8,14727,33
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,8,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,8,14727,30
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,12,14727,32
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,12,14727,38
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,12,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,16,14727,35
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,16,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,16,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,24,14727,38
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,24,14727,34
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,24,14727,47
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelGPU,1,14727,5
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelGPU,1,14727,7
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelGPU,1,14727,8
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,SerialCPU,1,14727,44
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,SerialCPU,1,14727,33
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,SerialCPU,1,14727,32
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,1,14727,32
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,1,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,1,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,2,14727,32
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,2,14727,27
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,2,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,4,14727,34
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,4,14727,29
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,4,14727,36
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,8,14727,31
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,8,14727,34
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,8,14727,31
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,12,14727,30
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,12,14727,39
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,12,14727,37
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,16,14727,34
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,16,14727,31
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,16,14727,31
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,24,14727,43
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,24,14727,39
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelCPU,24,14727,33
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelGPU,1,14727,4
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelGPU,1,14727,4
D:\Windows\Documentos\algoritmos-paralelos\amostras\MobyDick-217452.txt,ParallelGPU,1,14727,4
